run_id;user_input;route;answer;status;error;details;duration_seconds;json_path;domain;planning_mode;workflow;confidence;safe_to_execute;num_steps;steps;planner_reasoning;resolved_object;resolved_object_confidence;selected_attributes;attribute_confidence;num_tool_calls;executed_tools;failed_tool
45;Welche direkten Nachbarn hat die Leitung 04 - 05 in Powerfactory?;POWERFACTORY;Direkte Nachbarn von 'Line 4-5' (ElmLne, Typ line) im PowerFactory-Topologiegraphen: Bus 4 (ElmTerm), Bus 5 (ElmTerm);ok;;;56.632;router_batch_results\20260507_085735\045_router_result.json;POWERFACTORY;;;high;True;6;build_topology_graph | build_topology_inventory | interpret_entity_instruction | resolve_entity_from_inventory | query_topology_neighbors | summarize_topology_result;User asks for direct neighbors of a specific line (Leitung 04 - 05), which matches the topology_query intent definition for requesting connectivity/neighbors of a network asset.;Line 4-5;;;;6;build_topology_graph | build_topology_inventory | interpret_entity_instruction | resolve_entity_from_inventory | query_topology_neighbors | summarize_topology_result;
46;Wie ist die Nennspannung von Bus 1 in PowerFactory?;POWERFACTORY;Basisdaten für 'Bus 1' (ElmTerm): uknom: 16.5 kV (Basisdaten);ok;;;86.633;router_batch_results\20260507_085735\046_router_result.json;POWERFACTORY;;;high;True;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;The user is asking for a specific attribute (Nennspannung) of a specific object (Bus 1), which directly matches the query_element_data intent as defined in the examples.;Bus 1;;attr::uknom;high;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;
47;Gib mir die Basisdaten-Nennspannung von Bus 1 aus Powerfactory.;POWERFACTORY;Basisdaten für 'Bus 1' (ElmTerm): uknom: 16.5 kV (Basisdaten);ok;;;101.984;router_batch_results\20260507_085735\047_router_result.json;POWERFACTORY;;;high;True;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;The user requests the nominal voltage ('Nennspannung') of Bus 1, which is a specific technical attribute value. This matches the 'query_element_data' intent, as it involves retrieving a predefined attribute value from a specified object (Bus 1). The request is clear, specifies the target object, and does not require modification or additional context.;Bus 1;;attr::uknom;high;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;
48;Welche Nennspannung hat Bus 1 in Powerfactory?;POWERFACTORY;Basisdaten für 'Bus 1' (ElmTerm): uknom: 16.5 kV (Basisdaten);ok;;;86.04;router_batch_results\20260507_085735\048_router_result.json;POWERFACTORY;;;high;True;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;User asks for the nominal voltage (Nennspannung) of a specific bus (Bus 1), which matches the query_element_data intent as per the provided examples.;Bus 1;;attr::uknom;high;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;
49;Was ist die rated voltage von Bus 1 bei Powerfactory?;POWERFACTORY;Die Anfrage konnte nicht sauber ausgeführt werden (attribute_selection_failed). Details: Es konnte kein passendes PowerFactory-Attribut sicher ausgewählt werden.;error;attribute_selection_failed;Es konnte kein passendes PowerFactory-Attribut sicher ausgewählt werden.;94.553;router_batch_results\20260507_085735\049_router_result.json;POWERFACTORY;;;;;0;;;;;;;6;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm;select_pf_object_attributes_llm
50;Was ist die obere Spannungsgrenze von Bus 1 in PowerFactory?;POWERFACTORY;Basisdaten für 'Bus 1' (ElmTerm): vmax: 1.0499999523162842 p.u. (Basisdaten);ok;;;91.558;router_batch_results\20260507_085735\050_router_result.json;POWERFACTORY;;;high;True;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;The user is requesting a specific attribute (upper voltage limit) of a bus, which matches the query_element_data intent definition and the provided example.;Bus 1;;attr::vmax;high;8;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm | read_pf_object_attributes | summarize_pf_object_data_result;
51;Wie hoch ist die untere Spannungsgrenze von Bus 1 in Powerfactory?;POWERFACTORY;Die Anfrage konnte nicht sauber ausgeführt werden (attribute_selection_failed). Details: Es konnte kein passendes PowerFactory-Attribut sicher ausgewählt werden.;error;attribute_selection_failed;Es konnte kein passendes PowerFactory-Attribut sicher ausgewählt werden.;414.245;router_batch_results\20260507_085735\051_router_result.json;POWERFACTORY;;;;;0;;;;;;;6;build_unified_inventory | interpret_data_query_instruction | classify_data_source | resolve_objects_from_inventory_llm | list_available_object_attributes | select_pf_object_attributes_llm;select_pf_object_attributes_llm
52;Nenne mir die Spannungsgrenzen von Bus 1 in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);6.172;router_batch_results\20260507_085735\052_router_result.json;ERROR;;;;;0;;;;;;;0;;
53;Welche Umin- und Umax-Grenzen sind bei Bus 1 in Powerfactory hinterlegt?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.094;router_batch_results\20260507_085735\053_router_result.json;ERROR;;;;;0;;;;;;;0;;
54;Wie ist die Spannung von Bus 1 nach dem Lastfluss?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.076;router_batch_results\20260507_085735\054_router_result.json;ERROR;;;;;0;;;;;;;0;;
55;Gib mir die aktuelle Busspannung von Bus 1 als Lastflussergebnis.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.057;router_batch_results\20260507_085735\055_router_result.json;ERROR;;;;;0;;;;;;;0;;
56;Welche Spannung hat Bus 1 im Lastfluss?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.074;router_batch_results\20260507_085735\056_router_result.json;ERROR;;;;;0;;;;;;;0;;
57;Was ist die Leiter-Leiter-Spannung von Bus 1 nach dem Loadflow?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.073;router_batch_results\20260507_085735\057_router_result.json;ERROR;;;;;0;;;;;;;0;;
58;Wie sind die Spannungen der Busse in PowerFactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.063;router_batch_results\20260507_085735\058_router_result.json;ERROR;;;;;0;;;;;;;0;;
59;Gib mir die Spannungen aller Busse in PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.081;router_batch_results\20260507_085735\059_router_result.json;ERROR;;;;;0;;;;;;;0;;
60;Welche Busspannungen gibt es nach dem Lastfluss in PF?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.091;router_batch_results\20260507_085735\060_router_result.json;ERROR;;;;;0;;;;;;;0;;
61;Zeige die Spannung für alle Busse in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);02. Aug;router_batch_results\20260507_085735\061_router_result.json;ERROR;;;;;0;;;;;;;0;;
62;Wie ist die Auslastung von Line 4-5 in PowerFactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.085;router_batch_results\20260507_085735\062_router_result.json;ERROR;;;;;0;;;;;;;0;;
63;Gib mir die Leitungsauslastung von Leitung 4-5.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.065;router_batch_results\20260507_085735\063_router_result.json;ERROR;;;;;0;;;;;;;0;;
64;Wie hoch ist die Belastung von Line 4-5 nach dem Lastfluss?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.081;router_batch_results\20260507_085735\064_router_result.json;ERROR;;;;;0;;;;;;;0;;
65;Was ist die loading von Line 4-5?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.071;router_batch_results\20260507_085735\065_router_result.json;ERROR;;;;;0;;;;;;;0;;
66;Wie sind die Auslastungen der Leitungen in PowerFactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);02. Sep;router_batch_results\20260507_085735\066_router_result.json;ERROR;;;;;0;;;;;;;0;;
67;Gib mir die Auslastung aller Leitungen in Powefactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.114;router_batch_results\20260507_085735\067_router_result.json;ERROR;;;;;0;;;;;;;0;;
68;Welche Leitungsauslastungen liegen nach dem Lastfluss in PF vor?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.092;router_batch_results\20260507_085735\068_router_result.json;ERROR;;;;;0;;;;;;;0;;
69;Zeige die Belastung für alle Lines in PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.073;router_batch_results\20260507_085735\069_router_result.json;ERROR;;;;;0;;;;;;;0;;
70;Welche Attribute sind für Bus 1 in PowerFactory verfügbar?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.066;router_batch_results\20260507_085735\070_router_result.json;ERROR;;;;;0;;;;;;;0;;
71;Welche Datenfelder gibt es bei Bus 1 in Powerfactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.076;router_batch_results\20260507_085735\071_router_result.json;ERROR;;;;;0;;;;;;;0;;
72;Liste alle verfügbaren Attribute von Bus 1 in Powerfactory auf.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.089;router_batch_results\20260507_085735\072_router_result.json;ERROR;;;;;0;;;;;;;0;;
73;Zeig mir die verfügbaren Attribute für Bus 1 in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.098;router_batch_results\20260507_085735\073_router_result.json;ERROR;;;;;0;;;;;;;0;;
74;Welche Attribute sind für Line 4-5 in Powerfactory verfügbar?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.103;router_batch_results\20260507_085735\074_router_result.json;ERROR;;;;;0;;;;;;;0;;
75;Liste die verfügbaren Attribute von Leitung 4-5 in Powerfactory auf.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.089;router_batch_results\20260507_085735\075_router_result.json;ERROR;;;;;0;;;;;;;0;;
76;Welche Datenfelder gibt es bei der Leitung 4-5 in Powerfactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.101;router_batch_results\20260507_085735\076_router_result.json;ERROR;;;;;0;;;;;;;0;;
77;Zeig mir alle PowerFactory-Attribute für Line 4-5 in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.078;router_batch_results\20260507_085735\077_router_result.json;ERROR;;;;;0;;;;;;;0;;
78;Lies in PF bei Bus 1 das Attribut vmin aus.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.089;router_batch_results\20260507_085735\078_router_result.json;ERROR;;;;;0;;;;;;;0;;
79;Gib für Bus 1 in Powerfactory den Wert von vmax zurück.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.094;router_batch_results\20260507_085735\079_router_result.json;ERROR;;;;;0;;;;;;;0;;
80;Lies in PF bei Line 4-5 das Attribut loading aus.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.072;router_batch_results\20260507_085735\080_router_result.json;ERROR;;;;;0;;;;;;;0;;
81;Zeige für Bus 1 den Wert von uknom in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.098;router_batch_results\20260507_085735\081_router_result.json;ERROR;;;;;0;;;;;;;0;;
82;Was ist der Bemessungsfaktor von Trafo T1 in Powerfactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.088;router_batch_results\20260507_085735\082_router_result.json;ERROR;;;;;0;;;;;;;0;;
83;Welche Länge hat Line 4-5 in Powerfactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.122;router_batch_results\20260507_085735\083_router_result.json;ERROR;;;;;0;;;;;;;0;;
84;Gib mir den Widerstand von Line 4-5 in PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.092;router_batch_results\20260507_085735\084_router_result.json;ERROR;;;;;0;;;;;;;0;;
85;Wie lang ist Leitung 4-5 in PF?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.076;router_batch_results\20260507_085735\085_router_result.json;ERROR;;;;;0;;;;;;;0;;
86;Was ist die Reaktanz von Line 4-5 in PF?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.097;router_batch_results\20260507_085735\086_router_result.json;ERROR;;;;;0;;;;;;;0;;
87;Gib mir die Nennspannungen aller Busse in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);02. Aug;router_batch_results\20260507_085735\087_router_result.json;ERROR;;;;;0;;;;;;;0;;
88;Welche rated voltages haben die Busse in Powerfactory?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.051;router_batch_results\20260507_085735\088_router_result.json;ERROR;;;;;0;;;;;;;0;;
89;Zeige die Basisdaten-Nennspannung für alle Busse in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.067;router_batch_results\20260507_085735\089_router_result.json;ERROR;;;;;0;;;;;;;0;;
90;Nenne mir die Nennspannung sämtlicher Busse in Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);02. Aug;router_batch_results\20260507_085735\090_router_result.json;ERROR;;;;;0;;;;;;;0;;
91;Welche Spannungsgrenzen haben die Busse in PF?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.077;router_batch_results\20260507_085735\091_router_result.json;ERROR;;;;;0;;;;;;;0;;
92;Gib Umin und Umax für alle Busse in PF zurück.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.053;router_batch_results\20260507_085735\092_router_result.json;ERROR;;;;;0;;;;;;;0;;
93;Zeige die oberen und unteren Spannungsgrenzen aller Busse in PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.091;router_batch_results\20260507_085735\093_router_result.json;ERROR;;;;;0;;;;;;;0;;
94;Welche Voltage Limits sind für die Busse in Powerfactory hinterlegt?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.069;router_batch_results\20260507_085735\094_router_result.json;ERROR;;;;;0;;;;;;;0;;
95;Welche Nachbarn hat Last A? Wie ist die Spannung dazu?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.064;router_batch_results\20260507_085735\095_router_result.json;ERROR;;;;;0;;;;;;;0;;
96;Was sind die direkten Nachbarn von Load A und welche Spannung haben diese?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.067;router_batch_results\20260507_085735\096_router_result.json;ERROR;;;;;0;;;;;;;0;;
97;Zeig mir die Nachbarn von Last A und nenne die zugehörige Spannung.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.054;router_batch_results\20260507_085735\097_router_result.json;ERROR;;;;;0;;;;;;;0;;
98;Welche Assets liegen neben Last A, und wie hoch ist deren Busspannung?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.069;router_batch_results\20260507_085735\098_router_result.json;ERROR;;;;;0;;;;;;;0;;
99;Welche Leitungen hängen in PF an Bus 5 und wie hoch ist deren Auslastung?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.065;router_batch_results\20260507_085735\099_router_result.json;ERROR;;;;;0;;;;;;;0;;
100;Zeig mir die in PF an Bus 5 angeschlossenen Lines inklusive Auslastung.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.052;router_batch_results\20260507_085735\100_router_result.json;ERROR;;;;;0;;;;;;;0;;
101;Welche Leitungen sind in Powerfactory mit Bus 5 verbunden und wie stark sind sie belastet?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.085;router_batch_results\20260507_085735\101_router_result.json;ERROR;;;;;0;;;;;;;0;;
102;Liste die Nachbarleitungen von Bus 5 mit ihrer Auslastung auf. Nutze Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.083;router_batch_results\20260507_085735\102_router_result.json;ERROR;;;;;0;;;;;;;0;;
103;Welche Nachbarn hat Bus 5? Welche Nennspannung haben diese? Nutze PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.072;router_batch_results\20260507_085735\103_router_result.json;ERROR;;;;;0;;;;;;;0;;
104;Zeige die direkten Nachbarn von Bus 5 in PF und deren Nennspannung.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.074;router_batch_results\20260507_085735\104_router_result.json;ERROR;;;;;0;;;;;;;0;;
105;Was ist in Powerfactory an Bus 5 angeschlossen, und welche rated voltage haben diese Objekte?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.061;router_batch_results\20260507_085735\105_router_result.json;ERROR;;;;;0;;;;;;;0;;
106;Liste die Nachbarn von Bus 5 in Powerfactory zusammen mit ihrer Basisdaten-Spannung auf.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.072;router_batch_results\20260507_085735\106_router_result.json;ERROR;;;;;0;;;;;;;0;;
107;Welche Nachbarn hat Last A? Welche Attribute sind dafür verfügbar? Nutze Powerfactory.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.085;router_batch_results\20260507_085735\107_router_result.json;ERROR;;;;;0;;;;;;;0;;
108;Zeig mir die direkten Nachbarn von Load A in PF und liste deren verfügbare Attribute.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.106;router_batch_results\20260507_085735\108_router_result.json;ERROR;;;;;0;;;;;;;0;;
109;Was hängt in PF an Last A, und welche Datenfelder gibt es für diese Objekte?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.082;router_batch_results\20260507_085735\109_router_result.json;ERROR;;;;;0;;;;;;;0;;
110;Bestimme die Nachbarn von Last A in PF und gib die verfügbaren Attribute dazu aus.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.073;router_batch_results\20260507_085735\110_router_result.json;ERROR;;;;;0;;;;;;;0;;
111;Öffne den Schalter Schalter 1 und gib danach die Busspannungen zurück.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.075;router_batch_results\20260507_085735\111_router_result.json;ERROR;;;;;0;;;;;;;0;;
112;Schalte Schalter 1 aus. Wie sind anschließend die Busspannungen?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.103;router_batch_results\20260507_085735\112_router_result.json;ERROR;;;;;0;;;;;;;0;;
113;Bitte Schalter 1 öffnen und danach die Spannungen der Busse ausgeben.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.077;router_batch_results\20260507_085735\113_router_result.json;ERROR;;;;;0;;;;;;;0;;
114;Trenne den Schalter Schalter 1 und nenne danach die Netzspannungen.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.069;router_batch_results\20260507_085735\114_router_result.json;ERROR;;;;;0;;;;;;;0;;
115;Erhöhe Last C um 20 MW und gib danach die Auslastungen der Leitungen zurück.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.074;router_batch_results\20260507_085735\115_router_result.json;ERROR;;;;;0;;;;;;;0;;
116;Last C um 20 MW vergrößern. Welche Leitungsauslastungen ergeben sich?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.087;router_batch_results\20260507_085735\116_router_result.json;ERROR;;;;;0;;;;;;;0;;
117;Bitte Last C um 20 MW erhöhen und anschließend die Belastung der Lines anzeigen.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.084;router_batch_results\20260507_085735\117_router_result.json;ERROR;;;;;0;;;;;;;0;;
118;Increase Load C by 20 MW and then show all line loadings.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.089;router_batch_results\20260507_085735\118_router_result.json;ERROR;;;;;0;;;;;;;0;;
119;Wie is die spannung von bus 1 nachm lastfluss im Simulationsprogramm?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.069;router_batch_results\20260507_085735\119_router_result.json;ERROR;;;;;0;;;;;;;0;;
120;Gib mir mal bitte die busspannungen nachm LF in PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.082;router_batch_results\20260507_085735\120_router_result.json;ERROR;;;;;0;;;;;;;0;;
121;Mach load a 5 mw hoeher und sag busspannungen.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);02. Nov;router_batch_results\20260507_085735\121_router_result.json;ERROR;;;;;0;;;;;;;0;;
122;Was haengt an bus 5 dran und wie stark isses belastet? Nutze PF.;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.085;router_batch_results\20260507_085735\122_router_result.json;ERROR;;;;;0;;;;;;;0;;
123;Wie ist die Auslastung von Line in PF?;ERROR;Batch-Ausführung fehlgeschlagen: ResponseError: model 'phi3:mini' not found (status code: 404);error;ResponseError;model 'phi3:mini' not found (status code: 404);2.077;router_batch_results\20260507_085735\123_router_result.json;ERROR;;;;;0;;;;;;;0;;
