entity_type;pf_class;object_name;full_name;attribute_name;attribute_label;attribute_description;data_origin;read_ok;display_value;raw_value_repr;numeric_value;unit;unit_source;value_type;queryability_filter;filter_reason
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cmethChrNfcmv;<built-in method title of str object at 0x000002D8E50B0270>;Referenzmethode;base_or_parameter;True;B;'B';; ;powerfactory;str;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cnm_elm;<built-in method title of str object at 0x000002D8E50B03B0>;Line;base_or_parameter;True;1.0;1.0;1.0;kA;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cnm_typ;<built-in method title of str object at 0x000002D8E50B04F0>;Typ;base_or_parameter;True;1.0;1.0;1.0;kA;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cntConstrType;<built-in method title of str object at 0x000002D8DA7BD530>;Max. Auslastung - Nebenbedingung für Ausfälle: Nebenbedingungstyp in Ausfällen:Aus:Weiche Nebenbedingung;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cntMaxAllowedLoading;<built-in method title of str object at 0x000002D8E5098490>;Max. Auslastung - Nebenbedingung für Ausfälle: Max. erlaubte Auslastung in Ausfällen;base_or_parameter;True;100.0;100.0;100.0;%;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;commissionDate;<built-in method title of str object at 0x000002D8E50730F0>;Inbetriebnahme am;base_or_parameter;True;1970-01-01T00:00:00Z;'1970-01-01T00:00:00Z';; ;powerfactory;str;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;conTrain;<built-in method title of str object at 0x000002D8E50B0830>;Zug;base_or_parameter;True;[];[];;ElmTrain;powerfactory;list;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;conTrainPos;<built-in method title of str object at 0x000002D8E50B09B0>;Zug Position;base_or_parameter;True;[];[];;km;powerfactory;list;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;condMat;<built-in method title of str object at 0x000002D8DA8172D0>;Typparameter: Leitermaterial:Aluminium:Kupfer:Aldrey (AlMgSi):Aluminium-Stahl:Aldrey-Stahl;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;constr;<built-in method title of str object at 0x000002D8E50B0BB0>;Baujahr;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpArea;<built-in method title of str object at 0x000002D8E50B0CF0>;Gebiet;base_or_parameter;False;;;;ElmArea;powerfactory;;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpBranch;<built-in method title of str object at 0x000002D8E50B0DB0>;Zweig;base_or_parameter;False;;;;ElmBranch;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpFeed;<built-in method title of str object at 0x000002D8E50B0E70>;Abgang;base_or_parameter;False;;;;ElmFeeder;powerfactory;;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpGrid;<built-in method title of str object at 0x000002D8E50B0F30>;Netz;base_or_parameter;True;<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l3>;<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>;;ElmNet;powerfactory;DataObject;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpHeadFold;<built-in method title of str object at 0x000002D8E5073190>;Hauptverzeichnis;base_or_parameter;True;<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l3>;<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>;; ;powerfactory;DataObject;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpMeteostat;<built-in method title of str object at 0x000002D8E50731E0>;Parameter: Wetterstation;base_or_parameter;False;;;;ElmMeteostat;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpOperator;<built-in method title of str object at 0x000002D8E50B10B0>;Betreiber;base_or_parameter;False;;;;ElmOperator;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpOwner;<built-in method title of str object at 0x000002D8E5043B10>;Eigentümer;base_or_parameter;False;;;;ElmOwner;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpSite;<built-in method title of str object at 0x000002D8E50B11F0>;Standort;base_or_parameter;False;;;;ElmSite;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpSubstat;<built-in method title of str object at 0x000002D8E50B1230>;Schaltanlage;base_or_parameter;False;;;;ElmSubstat,ElmTrfstat;powerfactory;;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpSupplySubstation;<built-in method title of str object at 0x000002D8E5073280>;Versorgt von Schaltanlage;base_or_parameter;False;;;;ElmSubstat;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpSupplyTransformer;<built-in method title of str object at 0x000002D8E5073320>;Versorgt von Transformator;base_or_parameter;False;;;;ElmTr*;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpSupplyTrfStation;<built-in method title of str object at 0x000002D8E5073370>;Versorgt von Ortsnetzstation;base_or_parameter;False;;;;ElmTrfstat;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cpZone;<built-in method title of str object at 0x000002D8E50B14B0>;Zone;base_or_parameter;False;;;;ElmZone;powerfactory;;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;crosssec;<built-in method title of str object at 0x000002D8E50B1570>;Querschnitt;base_or_parameter;True;0.0;0.0;0.0;mm^2;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cshcloc;<built-in method title of str object at 0x000002D8E50B16B0>;Kurzschlussort;base_or_parameter;True;0.5;0.5;0.5;km;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cthetaX;<built-in method title of str object at 0x000002D8E50B17F0>;Sollwert >;base_or_parameter;True;20.0;20.0;20.0;degC;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;ctmax;<built-in method title of str object at 0x000002D8E5043B70>;Typparameter: Max. Betriebstemperatur;base_or_parameter;True;80.0;80.0;80.0;degC;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cubsecs;<built-in method title of str object at 0x000002D8E5043BD0>;Sektionen/Streckenlasten/Kompensationen;base_or_parameter;True;[];[];; ;powerfactory;list;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;cvaltyp;<built-in method title of str object at 0x000002D8E50733C0>;Entsprechend der Norm;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dat_src;<built-in method title of str object at 0x000002D8E50B1BF0>;Datenquelle;base_or_parameter;True;MAN;'MAN';; ;powerfactory;str;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dataExtBlob;;;base_or_parameter;False;;;;;;;helper_filtered;not_readable_and_no_engineering_signal
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dataExtDesc;<built-in method title of str object at 0x000002D8E50B1D30>;Beschreibung;base_or_parameter;True;[];[];; ;powerfactory;list;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dataExtUnit;<built-in method title of str object at 0x000002D8E50B1E70>;Einheit;base_or_parameter;True;[];[];; ;powerfactory;list;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dataExtValue;<built-in method title of str object at 0x000002D8E50B1FB0>;Wert;base_or_parameter;False;;;;;;;review;engineering_match_but_not_readable
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dbg_fullBodeIntegral;<built-in method title of str object at 0x000002D8E5043C90>;Vektor-Fitting: Volles Bode-Integral;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dbg_largePolesToConst;<built-in method title of str object at 0x000002D8E5084CB0>;Vektor-Fitting: Ersetze große Pole durch Konst.;base_or_parameter;True;1.0;1;1.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dcCorr;<built-in method title of str object at 0x000002D8E5043C30>;Vektor-Fitting: DC-Korrektur anwenden;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;delayIdx;<built-in method title of str object at 0x000002D8E5043CF0>;Zeitverzögerungsindex;base_or_parameter;True;[];[];;;;list;keep;engineering_metadata_or_name_match
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;deltaU;<built-in method title of str object at 0x000002D8E50B2370>;Spannungsfall;base_or_parameter;True;0.0;0.0;0.0;%;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;deltaphiu1;<built-in method title of str object at 0x000002D8E50AE6B0>;Spannungswinkeldifferenz über Leitung;base_or_parameter;False;;;;;;;review;engineering_match_but_not_readable
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;deltau1;<built-in method title of str object at 0x000002D8E50AE800>;Spannungsdifferenz über Leitung;base_or_parameter;False;;;;;;;review;engineering_match_but_not_readable
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;desc;<built-in method title of str object at 0x000002D8E50B24F0>;Beschreibung;base_or_parameter;True;[];[];; ;powerfactory;list;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;disp_col;<built-in method title of str object at 0x000002D8E50AE870>;Daten für Phasenmatrix Index anzeigen;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;disp_row;<built-in method title of str object at 0x000002D8E50AEA30>;Daten für Phasenmatrix Zeile anzeigen;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dist_a;<built-in method title of str object at 0x000002D8E5084D30>;Leitung-Schleifeninduktivität: Abstand zwischen Kabeln;base_or_parameter;True;50.0;50.0;50.0;mm;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dline;<built-in method title of str object at 0x000002D8E50AEAA0>;Parameter: Leitungslänge;base_or_parameter;True;1.0;1.0;1.0;km;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;doc_id;<built-in method title of str object at 0x000002D8E5043DB0>;Zusätzliche Daten;base_or_parameter;False;;;; ;powerfactory;;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dpl1;<built-in method title of str object at 0x000002D8E50B29F0>;dpl1;base_or_parameter;True;0.0;0.0;0.0; ;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dpl2;<built-in method title of str object at 0x000002D8E50B2AF0>;dpl2;base_or_parameter;True;0.0;0.0;0.0; ;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dpl3;<built-in method title of str object at 0x000002D8E50B2BF0>;dpl3;base_or_parameter;True;0.0;0.0;0.0; ;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dpl4;<built-in method title of str object at 0x000002D8E50B2CF0>;dpl4;base_or_parameter;True;0.0;0.0;0.0; ;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dpl5;<built-in method title of str object at 0x000002D8E50B2DF0>;dpl5;base_or_parameter;True;0.0;0.0;0.0; ;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;dryingoutavoid;<built-in method title of str object at 0x000002D8E5043D50>;Austrocknung des Bodens verhindert;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;ducts;<built-in method title of str object at 0x000002D8E5043E10>;Anzahl Kabelkanälen;base_or_parameter;True;1.0;1;1.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;earthReturn;<built-in method title of str object at 0x000002D8E5084DB0>;Erdrückleitungsformel:Carson:Deri-Semlyen;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;fd_model;<built-in method title of str object at 0x000002D8E5043E70>;Parameterberechnung: Leitungsmodell;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;fline;<built-in method title of str object at 0x000002D8E50732D0>;Parameter: Verlegefaktor;base_or_parameter;True;1.0;1.0;1.0; ;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;fmax;<built-in method title of str object at 0x000002D8E50AF0C0>;Parameterberechnung: Max. Frequenz der Parameter-Approximation;base_or_parameter;True;1000000.0;1000000.0;1000000.0;Hz;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;fmin;<built-in method title of str object at 0x000002D8E50AF210>;Parameterberechnung: Min. Frequenz der Parameter-Approximation;base_or_parameter;True;0.001;0.001;0.001;Hz;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;fold_id;<built-in method title of str object at 0x000002D8E50B34B0>;Im Ordner;base_or_parameter;True;<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l3>;<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>;; ;powerfactory;DataObject;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;forTrainSim;<built-in method title of str object at 0x000002D8E50AF360>;Leitung für Zugfahrtsimulation;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;for_name;<built-in method title of str object at 0x000002D8E5043F30>;Fremdschlüssel;base_or_parameter;True;;'';; ;powerfactory;str;helper_filtered;attr_name_matches_helper_pattern
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;fshcloc;<built-in method title of str object at 0x000002D8E50B36B0>;Kurzschlussort;base_or_parameter;True;50.0;50.0;50.0;%;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;ftau;<built-in method title of str object at 0x000002D8DA817360>;Parameterberechnung: Frequenz für Laufzeit-Approximation;base_or_parameter;True;100000.0;100000.0;100000.0;Hz;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;ftau_rms;<built-in method title of str object at 0x000002D8E50AF590>;Frequenz für Laufzeit-Approximation;base_or_parameter;True;50.0;50.0;50.0;Hz;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;gnrl_modby;<built-in method title of str object at 0x000002D8E5043ED0>;Objekt verändert durch;base_or_parameter;True;DIgSILENT;'DIgSILENT';; ;powerfactory;str;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;gnrl_modif;<built-in method title of str object at 0x000002D8E5043F90>;Objekt verändert;base_or_parameter;True;1580120947.0;1580120947;1580120947.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;grpPoles;<built-in method title of str object at 0x000002D8E50B3B70>;Pole pro Gruppe;base_or_parameter;True;[];[];;;;list;keep;engineering_metadata_or_name_match
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;gshunt;<built-in method title of str object at 0x000002D8E50B3CF0>;Ableitwert;base_or_parameter;True;0.0;0.0;0.0;uS/km;powerfactory;float;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;iAreaBus;<built-in method title of str object at 0x000002D8E50B3DF0>;Gebiet;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;iComDate;<built-in method title of str object at 0x000002D8E5073410>;Inbetriebnahme am;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
line;ElmLne;Line 6-9;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Line 6-9.ElmLne;iOPFCload;<built-in method title of str object at 0x000002D8E50B4090>;Nebenbedingung - Max. Auslastung;base_or_parameter;True;1.0;1;1.0; ;powerfactory;int;keep;pf_unit_available
